Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
8600000US12538,12538,ZCTA5 12538,14205,634,12610,578,1595,400
8600000US12540,12540,ZCTA5 12540,7940,568,7517,536,423,253
8600000US12542,12542,ZCTA5 12542,5757,407,5478,419,279,155
8600000US12543,12543,ZCTA5 12543,3322,80,2661,171,661,154
8600000US12545,12545,ZCTA5 12545,4822,308,4508,332,314,181
8600000US12546,12546,ZCTA5 12546,2903,183,2417,306,486,319
8600000US12547,12547,ZCTA5 12547,2760,390,2521,360,239,171
8600000US12548,12548,ZCTA5 12548,1368,371,1148,353,220,150
8600000US12549,12549,ZCTA5 12549,11658,804,10248,662,1410,484
8600000US12550,12550,ZCTA5 12550,54938,618,35313,1032,19625,872
8600000US12553,12553,ZCTA5 12553,26114,772,19958,1094,6156,785
8600000US12561,12561,ZCTA5 12561,18482,677,16650,709,1832,305
8600000US12563,12563,ZCTA5 12563,7985,609,6437,575,1548,491
8600000US12564,12564,ZCTA5 12564,7099,403,6177,378,922,231
8600000US12565,12565,ZCTA5 12565,1238,281,1216,281,22,21
8600000US12566,12566,ZCTA5 12566,10405,736,9706,720,699,246
8600000US12567,12567,ZCTA5 12567,3046,257,2921,256,125,128
8600000US12569,12569,ZCTA5 12569,10379,430,9676,549,703,285
8600000US12570,12570,ZCTA5 12570,7463,327,6676,358,787,280
8600000US12571,12571,ZCTA5 12571,10161,425,9587,489,574,249
8600000US12572,12572,ZCTA5 12572,8626,310,8253,322,373,153
8600000US12574,12574,ZCTA5 12574,377,238,348,236,29,49
8600000US12575,12575,ZCTA5 12575,2034,487,1689,467,345,290
8600000US12577,12577,ZCTA5 12577,1791,544,1684,535,107,115
8600000US12578,12578,ZCTA5 12578,2133,316,2096,319,37,41
8600000US12580,12580,ZCTA5 12580,4083,473,3886,463,197,127
8600000US12581,12581,ZCTA5 12581,2206,322,2049,311,157,208
8600000US12582,12582,ZCTA5 12582,6413,518,5594,492,819,202
8600000US12583,12583,ZCTA5 12583,2208,291,2054,239,154,117
8600000US12585,12585,ZCTA5 12585,856,208,856,208,0,11
8600000US12586,12586,ZCTA5 12586,12434,661,10592,752,1842,470
8600000US12589,12589,ZCTA5 12589,16963,887,13938,962,3025,436
8600000US12590,12590,ZCTA5 12590,34318,855,28794,910,5524,815
8600000US12592,12592,ZCTA5 12592,1131,312,1119,316,12,34
8600000US12594,12594,ZCTA5 12594,4205,483,3375,515,830,282
8600000US12601,12601,ZCTA5 12601,41773,947,35036,1194,6737,767
8600000US12603,12603,ZCTA5 12603,43311,961,38529,1081,4782,776
8600000US12604,12604,ZCTA5 12604,634,170,581,154,53,42
8600000US12701,12701,ZCTA5 12701,11211,401,8156,479,3055,452
8600000US12719,12719,ZCTA5 12719,1289,193,1222,187,67,49
8600000US12720,12720,ZCTA5 12720,267,155,190,174,77,118
8600000US12721,12721,ZCTA5 12721,6445,656,5624,627,821,330
8600000US12722,12722,ZCTA5 12722,126,120,126,120,0,11
8600000US12723,12723,ZCTA5 12723,1653,205,1440,220,213,139
8600000US12724,12724,ZCTA5 12724,404,228,404,228,0,11
8600000US12725,12725,ZCTA5 12725,146,50,136,50,10,17
8600000US12726,12726,ZCTA5 12726,1204,179,1119,176,85,45
8600000US12729,12729,ZCTA5 12729,2348,550,2275,535,73,61
8600000US12732,12732,ZCTA5 12732,700,196,695,195,5,9
8600000US12733,12733,ZCTA5 12733,1784,375,1385,361,399,229
8600000US12734,12734,ZCTA5 12734,984,275,668,223,316,275
8600000US12736,12736,ZCTA5 12736,56,35,47,31,9,12
8600000US12737,12737,ZCTA5 12737,1826,278,1590,260,236,96
8600000US12738,12738,ZCTA5 12738,431,233,277,137,154,152
8600000US12740,12740,ZCTA5 12740,1659,307,1453,273,206,209
8600000US12741,12741,ZCTA5 12741,247,82,240,81,7,11
8600000US12742,12742,ZCTA5 12742,68,55,68,55,0,11
8600000US12743,12743,ZCTA5 12743,389,158,379,158,10,14
8600000US12745,12745,ZCTA5 12745,155,81,155,81,0,11
8600000US12746,12746,ZCTA5 12746,1216,281,1216,281,0,11
8600000US12747,12747,ZCTA5 12747,1857,369,1640,382,217,162
8600000US12748,12748,ZCTA5 12748,1960,327,1741,312,219,158
8600000US12749,12749,ZCTA5 12749,340,131,340,131,0,11
8600000US12750,12750,ZCTA5 12750,274,114,274,114,0,11
8600000US12751,12751,ZCTA5 12751,1206,256,1059,284,147,140
8600000US12752,12752,ZCTA5 12752,262,77,248,76,14,21
8600000US12754,12754,ZCTA5 12754,6724,377,5331,502,1393,412
8600000US12758,12758,ZCTA5 12758,4378,556,4120,555,258,141
8600000US12759,12759,ZCTA5 12759,1917,442,1463,414,454,251
8600000US12760,12760,ZCTA5 12760,405,120,398,120,7,11
8600000US12762,12762,ZCTA5 12762,596,221,496,190,100,136
8600000US12763,12763,ZCTA5 12763,664,235,516,175,148,154
8600000US12764,12764,ZCTA5 12764,1584,177,1548,163,36,32
8600000US12765,12765,ZCTA5 12765,1144,324,1144,324,0,11
8600000US12766,12766,ZCTA5 12766,350,161,350,161,0,11
8600000US12767,12767,ZCTA5 12767,108,55,93,54,15,16
8600000US12768,12768,ZCTA5 12768,781,265,535,187,246,199
8600000US12769,12769,ZCTA5 12769,195,120,188,118,7,10
8600000US12770,12770,ZCTA5 12770,295,171,233,119,62,94
8600000US12771,12771,ZCTA5 12771,14201,461,13014,526,1187,358
8600000US12775,12775,ZCTA5 12775,2018,310,1831,292,187,71
8600000US12776,12776,ZCTA5 12776,2174,374,2071,358,103,78
8600000US12777,12777,ZCTA5 12777,945,151,920,151,25,25
8600000US12778,12778,ZCTA5 12778,701,378,672,371,29,50
8600000US12779,12779,ZCTA5 12779,1637,578,1040,444,597,437
8600000US12780,12780,ZCTA5 12780,2036,336,1887,335,149,115
8600000US12781,12781,ZCTA5 12781,142,129,58,58,84,96
8600000US12783,12783,ZCTA5 12783,1820,396,1538,369,282,138
8600000US12784,12784,ZCTA5 12784,47,53,47,53,0,11
8600000US12785,12785,ZCTA5 12785,855,207,751,198,104,96
8600000US12786,12786,ZCTA5 12786,322,178,322,178,0,11
8600000US12787,12787,ZCTA5 12787,297,128,264,106,33,38
8600000US12788,12788,ZCTA5 12788,2926,425,2435,415,491,175
8600000US12789,12789,ZCTA5 12789,2174,345,1676,302,498,193
8600000US12790,12790,ZCTA5 12790,4578,470,4000,398,578,241
8600000US12791,12791,ZCTA5 12791,619,245,619,245,0,11
8600000US12792,12792,ZCTA5 12792,180,132,180,132,0,11
8600000US12801,12801,ZCTA5 12801,14450,55,13833,181,617,178
8600000US12803,12803,ZCTA5 12803,8350,307,8149,349,201,161
8600000US12804,12804,ZCTA5 12804,26381,263,25968,282,413,143
8600000US12808,12808,ZCTA5 12808,408,92,408,92,0,11
8600000US12809,12809,ZCTA5 12809,3409,155,3389,158,20,23
8600000US12810,12810,ZCTA5 12810,737,101,714,101,23,20
8600000US12811,12811,ZCTA5 12811,18,23,18,23,0,11
8600000US12812,12812,ZCTA5 12812,89,46,89,46,0,11
8600000US12814,12814,ZCTA5 12814,1286,298,1238,301,48,45
8600000US12815,12815,ZCTA5 12815,986,171,980,171,6,7
8600000US12816,12816,ZCTA5 12816,4190,353,4144,349,46,40
8600000US12817,12817,ZCTA5 12817,2210,386,2196,386,14,19
8600000US12819,12819,ZCTA5 12819,346,73,344,71,2,5
8600000US12821,12821,ZCTA5 12821,2845,276,2175,264,670,124
8600000US12822,12822,ZCTA5 12822,6257,221,6047,244,210,143
8600000US12823,12823,ZCTA5 12823,420,346,420,346,0,11
8600000US12824,12824,ZCTA5 12824,1032,229,1004,238,28,40
8600000US12827,12827,ZCTA5 12827,3751,391,3677,391,74,65
8600000US12828,12828,ZCTA5 12828,8703,575,8596,566,107,90
8600000US12831,12831,ZCTA5 12831,17585,830,17084,835,501,182
8600000US12832,12832,ZCTA5 12832,6738,394,6625,386,113,69
8600000US12833,12833,ZCTA5 12833,4388,374,4362,377,26,38
8600000US12834,12834,ZCTA5 12834,6392,438,6265,430,127,98
8600000US12835,12835,ZCTA5 12835,2366,170,2342,171,24,16
8600000US12836,12836,ZCTA5 12836,743,116,732,115,11,10
8600000US12837,12837,ZCTA5 12837,957,341,956,341,1,3
8600000US12838,12838,ZCTA5 12838,509,128,509,128,0,11
8600000US12839,12839,ZCTA5 12839,13400,450,13075,482,325,173
8600000US12841,12841,ZCTA5 12841,99,30,99,30,0,11
8600000US12842,12842,ZCTA5 12842,782,222,782,222,0,11
8600000US12843,12843,ZCTA5 12843,369,117,364,117,5,7
8600000US12844,12844,ZCTA5 12844,222,113,217,113,5,5
8600000US12845,12845,ZCTA5 12845,4634,279,4547,298,87,68
8600000US12846,12846,ZCTA5 12846,3273,32,3185,112,88,108
8600000US12847,12847,ZCTA5 12847,348,91,328,82,20,16
8600000US12849,12849,ZCTA5 12849,359,184,359,184,0,11
8600000US12850,12850,ZCTA5 12850,3291,423,3250,424,41,47
8600000US12851,12851,ZCTA5 12851,276,57,276,57,0,11
8600000US12852,12852,ZCTA5 12852,444,75,438,75,6,11
8600000US12853,12853,ZCTA5 12853,1681,290,1666,289,15,32
8600000US12855,12855,ZCTA5 12855,224,43,218,44,6,11
8600000US12856,12856,ZCTA5 12856,144,92,144,92,0,11
8600000US12857,12857,ZCTA5 12857,587,216,587,216,0,11
8600000US12858,12858,ZCTA5 12858,76,44,76,44,0,11
8600000US12859,12859,ZCTA5 12859,2122,340,2109,340,13,16
8600000US12860,12860,ZCTA5 12860,622,201,622,201,0,11
8600000US12861,12861,ZCTA5 12861,639,94,636,93,3,5
8600000US12862,12862,ZCTA5 12862,6,8,6,8,0,11
8600000US12863,12863,ZCTA5 12863,763,212,746,212,17,28
8600000US12864,12864,ZCTA5 12864,30,26,30,26,0,11
8600000US12865,12865,ZCTA5 12865,3808,298,3691,300,117,82
8600000US12866,12866,ZCTA5 12866,38758,869,37440,848,1318,326
8600000US12870,12870,ZCTA5 12870,1219,390,1217,390,2,3
8600000US12871,12871,ZCTA5 12871,4356,331,4198,330,158,119
8600000US12872,12872,ZCTA5 12872,42,44,42,44,0,11
8600000US12873,12873,ZCTA5 12873,784,137,784,137,0,11
8600000US12874,12874,ZCTA5 12874,148,41,148,41,0,11
8600000US12878,12878,ZCTA5 12878,630,112,614,109,16,10
8600000US12883,12883,ZCTA5 12883,4929,16,4913,27,16,21
8600000US12884,12884,ZCTA5 12884,460,107,457,106,3,5
8600000US12885,12885,ZCTA5 12885,4371,242,4213,295,158,134
8600000US12886,12886,ZCTA5 12886,179,74,179,74,0,11
8600000US12887,12887,ZCTA5 12887,4834,172,4794,178,40,37
8600000US12901,12901,ZCTA5 12901,33291,872,32369,877,922,161
8600000US12903,12903,ZCTA5 12903,1098,191,1073,186,25,35
8600000US12910,12910,ZCTA5 12910,2066,221,1938,225,128,57
8600000US12911,12911,ZCTA5 12911,20,33,20,33,0,11
8600000US12912,12912,ZCTA5 12912,2196,373,2196,373,0,11
8600000US12913,12913,ZCTA5 12913,1297,216,1277,214,20,24
8600000US12914,12914,ZCTA5 12914,966,213,947,211,19,32
8600000US12916,12916,ZCTA5 12916,2035,294,2019,293,16,16
8600000US12917,12917,ZCTA5 12917,1352,172,1326,171,26,30
8600000US12918,12918,ZCTA5 12918,2293,451,2287,450,6,8
8600000US12919,12919,ZCTA5 12919,3098,300,3088,302,10,13
8600000US12920,12920,ZCTA5 12920,2440,260,2410,257,30,29
8600000US12921,12921,ZCTA5 12921,2559,355,2508,355,51,48
8600000US12922,12922,ZCTA5 12922,41,19,41,19,0,11
8600000US12923,12923,ZCTA5 12923,606,105,605,105,1,3
8600000US12924,12924,ZCTA5 12924,120,79,120,79,0,11
8600000US12926,12926,ZCTA5 12926,2083,201,2036,194,47,43
8600000US12927,12927,ZCTA5 12927,196,53,196,53,0,11
8600000US12928,12928,ZCTA5 12928,1834,169,1833,169,1,2
8600000US12929,12929,ZCTA5 12929,3916,251,3269,235,647,113
8600000US12930,12930,ZCTA5 12930,786,163,777,163,9,9
8600000US12932,12932,ZCTA5 12932,1312,190,1260,178,52,51
8600000US12933,12933,ZCTA5 12933,41,43,22,17,19,30
8600000US12934,12934,ZCTA5 12934,955,149,947,147,8,8
8600000US12935,12935,ZCTA5 12935,1530,237,1503,235,27,25
8600000US12936,12936,ZCTA5 12936,452,91,452,91,0,11
8600000US12937,12937,ZCTA5 12937,1960,295,1935,299,25,24
8600000US12939,12939,ZCTA5 12939,233,77,233,77,0,11
8600000US12941,12941,ZCTA5 12941,1297,212,1295,212,2,5
8600000US12942,12942,ZCTA5 12942,836,165,836,165,0,11
8600000US12943,12943,ZCTA5 12943,320,93,320,93,0,11
8600000US12944,12944,ZCTA5 12944,4334,349,4212,348,122,69
8600000US12945,12945,ZCTA5 12945,523,172,523,172,0,11
8600000US12946,12946,ZCTA5 12946,5005,351,4710,363,295,145
8600000US12950,12950,ZCTA5 12950,840,156,810,157,30,28
8600000US12952,12952,ZCTA5 12952,585,242,582,243,3,5
8600000US12953,12953,ZCTA5 12953,15778,171,14759,224,1019,163
8600000US12955,12955,ZCTA5 12955,410,126,410,126,0,11
8600000US12956,12956,ZCTA5 12956,1326,419,1294,414,32,26
8600000US12957,12957,ZCTA5 12957,1816,285,1816,285,0,11
8600000US12958,12958,ZCTA5 12958,2174,305,2088,308,86,92
8600000US12959,12959,ZCTA5 12959,1321,288,1312,291,9,19
8600000US12960,12960,ZCTA5 12960,1221,371,1221,371,0,11
8600000US12961,12961,ZCTA5 12961,294,157,254,141,40,59
8600000US12962,12962,ZCTA5 12962,5787,478,5709,481,78,58
8600000US12964,12964,ZCTA5 12964,125,104,125,104,0,11
8600000US12965,12965,ZCTA5 12965,558,186,555,186,3,6
8600000US12966,12966,ZCTA5 12966,2717,308,2709,309,8,8
8600000US12967,12967,ZCTA5 12967,1216,262,1161,261,55,34
8600000US12969,12969,ZCTA5 12969,497,113,487,111,10,10
8600000US12970,12970,ZCTA5 12970,975,144,962,140,13,11
8600000US12972,12972,ZCTA5 12972,5624,700,5587,700,37,32
8600000US12973,12973,ZCTA5 12973,112,38,112,38,0,11
8600000US12974,12974,ZCTA5 12974,1520,251,1466,248,54,42
8600000US12975,12975,ZCTA5 12975,277,111,277,111,0,11
8600000US12976,12976,ZCTA5 12976,213,63,210,63,3,5
8600000US12977,12977,ZCTA5 12977,1810,383,1303,318,507,156
8600000US12978,12978,ZCTA5 12978,353,237,331,246,22,35
8600000US12979,12979,ZCTA5 12979,2141,267,2124,268,17,13
8600000US12980,12980,ZCTA5 12980,1265,231,1237,235,28,30
8600000US12981,12981,ZCTA5 12981,2226,453,2197,449,29,30
8600000US12983,12983,ZCTA5 12983,7531,369,7459,373,72,65
8600000US12985,12985,ZCTA5 12985,1352,497,1289,468,63,69
8600000US12986,12986,ZCTA5 12986,6099,117,5930,173,169,131
8600000US12987,12987,ZCTA5 12987,217,82,217,82,0,11
8600000US12989,12989,ZCTA5 12989,945,123,936,123,9,9
8600000US12992,12992,ZCTA5 12992,4762,505,4739,502,23,25
8600000US12993,12993,ZCTA5 12993,1469,184,1469,184,0,11
8600000US12996,12996,ZCTA5 12996,2094,217,2055,220,39,45
8600000US12997,12997,ZCTA5 12997,1310,191,1258,189,52,35
8600000US12998,12998,ZCTA5 12998,334,133,334,133,0,11
8600000US13020,13020,ZCTA5 13020,132,77,132,77,0,11
8600000US13021,13021,ZCTA5 13021,38550,371,37774,407,776,193
8600000US13024,13024,ZCTA5 13024,1705,198,1326,187,379,79
8600000US13026,13026,ZCTA5 13026,1750,228,1530,190,220,120
8600000US13027,13027,ZCTA5 13027,32603,652,31899,719,704,327
8600000US13028,13028,ZCTA5 13028,1445,374,1445,374,0,11
8600000US13029,13029,ZCTA5 13029,7227,525,7122,539,105,86
8600000US13030,13030,ZCTA5 13030,3568,481,3444,423,124,168
8600000US13031,13031,ZCTA5 13031,15950,492,15538,454,412,151
8600000US13032,13032,ZCTA5 13032,12001,398,11978,400,23,19
8600000US13033,13033,ZCTA5 13033,3680,305,3655,302,25,17
8600000US13034,13034,ZCTA5 13034,1936,183,1923,185,13,14
8600000US13035,13035,ZCTA5 13035,8817,402,8593,406,224,78
8600000US13036,13036,ZCTA5 13036,8777,438,8713,428,64,63
8600000US13037,13037,ZCTA5 13037,9235,387,9028,380,207,131
8600000US13039,13039,ZCTA5 13039,17681,509,17456,518,225,123
8600000US13040,13040,ZCTA5 13040,2492,219,2413,206,79,50
8600000US13041,13041,ZCTA5 13041,11762,525,11401,534,361,183
8600000US13042,13042,ZCTA5 13042,2775,477,2775,477,0,11
8600000US13044,13044,ZCTA5 13044,2230,336,2230,336,0,11
8600000US13045,13045,ZCTA5 13045,29439,450,28556,463,883,137
8600000US13051,13051,ZCTA5 13051,234,223,234,223,0,11
8600000US13052,13052,ZCTA5 13052,1627,225,1615,227,12,10
8600000US13053,13053,ZCTA5 13053,4857,503,4616,472,241,163
8600000US13054,13054,ZCTA5 13054,1545,396,1545,396,0,11
8600000US13057,13057,ZCTA5 13057,13894,643,13693,610,201,155
8600000US13060,13060,ZCTA5 13060,2974,338,2908,346,66,56
8600000US13061,13061,ZCTA5 13061,1039,214,1027,216,12,20
8600000US13062,13062,ZCTA5 13062,63,69,63,69,0,11
8600000US13063,13063,ZCTA5 13063,1914,242,1674,263,240,151
8600000US13064,13064,ZCTA5 13064,52,30,52,30,0,11
8600000US13066,13066,ZCTA5 13066,12467,573,12264,567,203,109
8600000US13068,13068,ZCTA5 13068,5500,535,5394,521,106,105
8600000US13069,13069,ZCTA5 13069,24728,656,23846,749,882,283
8600000US13071,13071,ZCTA5 13071,834,107,834,107,0,11
8600000US13072,13072,ZCTA5 13072,612,106,608,105,4,7
8600000US13073,13073,ZCTA5 13073,6462,406,6254,405,208,139
8600000US13074,13074,ZCTA5 13074,4187,418,4129,419,58,60
8600000US13076,13076,ZCTA5 13076,2363,251,2352,253,11,18
8600000US13077,13077,ZCTA5 13077,7074,396,6950,420,124,91
8600000US13078,13078,ZCTA5 13078,10439,669,10229,657,210,77
8600000US13080,13080,ZCTA5 13080,3410,381,3334,379,76,111
8600000US13081,13081,ZCTA5 13081,1068,126,1055,123,13,15
8600000US13082,13082,ZCTA5 13082,4685,516,4670,513,15,19
8600000US13083,13083,ZCTA5 13083,1893,209,1875,209,18,12
8600000US13084,13084,ZCTA5 13084,3834,617,3819,617,15,16
8600000US13087,13087,ZCTA5 13087,152,122,152,122,0,11
8600000US13088,13088,ZCTA5 13088,22320,657,21732,645,588,276
8600000US13090,13090,ZCTA5 13090,29893,685,29030,753,863,337
8600000US13092,13092,ZCTA5 13092,2461,240,2319,226,142,87
8600000US13101,13101,ZCTA5 13101,2338,276,2273,270,65,67
8600000US13102,13102,ZCTA5 13102,20,31,20,31,0,11
8600000US13103,13103,ZCTA5 13103,320,151,320,151,0,11
8600000US13104,13104,ZCTA5 13104,16164,766,15811,776,353,223
8600000US13108,13108,ZCTA5 13108,6139,239,6105,240,34,33
8600000US13110,13110,ZCTA5 13110,2298,250,2220,239,78,87
8600000US13111,13111,ZCTA5 13111,1619,317,1619,317,0,11
8600000US13112,13112,ZCTA5 13112,1850,332,1850,332,0,11
8600000US13113,13113,ZCTA5 13113,279,109,272,109,7,9
8600000US13114,13114,ZCTA5 13114,6818,569,6775,571,43,34
8600000US13115,13115,ZCTA5 13115,175,63,175,63,0,11
8600000US13116,13116,ZCTA5 13116,3527,26,3460,74,67,73
8600000US13117,13117,ZCTA5 13117,281,121,281,121,0,11
8600000US13118,13118,ZCTA5 13118,6155,269,6005,275,150,57
8600000US13120,13120,ZCTA5 13120,2273,412,2177,392,96,66
8600000US13122,13122,ZCTA5 13122,1377,315,1377,315,0,11
8600000US13123,13123,ZCTA5 13123,491,525,491,525,0,11
8600000US13124,13124,ZCTA5 13124,86,48,78,45,8,9
8600000US13126,13126,ZCTA5 13126,36250,494,34702,618,1548,276
8600000US13131,13131,ZCTA5 13131,3761,358,3735,357,26,33
8600000US13132,13132,ZCTA5 13132,3575,460,3564,456,11,17
8600000US13134,13134,ZCTA5 13134,181,107,181,107,0,11
8600000US13135,13135,ZCTA5 13135,6533,573,6356,582,177,107
8600000US13136,13136,ZCTA5 13136,389,70,382,68,7,9
8600000US13138,13138,ZCTA5 13138,0,11,0,11,0,11
8600000US13140,13140,ZCTA5 13140,4530,307,4436,299,94,57
8600000US13141,13141,ZCTA5 13141,702,193,702,193,0,11
8600000US13142,13142,ZCTA5 13142,5972,480,5919,480,53,51
8600000US13143,13143,ZCTA5 13143,2805,385,2740,384,65,32
8600000US13144,13144,ZCTA5 13144,2046,288,1961,286,85,68
8600000US13145,13145,ZCTA5 13145,1781,218,1766,220,15,18
8600000US13146,13146,ZCTA5 13146,2211,281,2135,272,76,58
8600000US13147,13147,ZCTA5 13147,1316,180,1212,172,104,79
8600000US13148,13148,ZCTA5 13148,10585,404,10390,408,195,96
8600000US13152,13152,ZCTA5 13152,8208,283,8138,289,70,38
8600000US13153,13153,ZCTA5 13153,343,148,343,148,0,11
8600000US13155,13155,ZCTA5 13155,662,112,638,110,24,25
8600000US13156,13156,ZCTA5 13156,2060,280,2052,279,8,13
8600000US13157,13157,ZCTA5 13157,540,155,540,155,0,11
8600000US13158,13158,ZCTA5 13158,1623,171,1603,168,20,18
8600000US13159,13159,ZCTA5 13159,5209,272,5133,282,76,75
8600000US13160,13160,ZCTA5 13160,2022,240,1820,210,202,108
8600000US13162,13162,ZCTA5 13162,306,232,306,232,0,11
8600000US13163,13163,ZCTA5 13163,408,131,408,131,0,11
8600000US13164,13164,ZCTA5 13164,2449,361,2405,360,44,38
8600000US13165,13165,ZCTA5 13165,10620,461,10318,453,302,87
8600000US13166,13166,ZCTA5 13166,5408,242,5375,244,33,26
8600000US13167,13167,ZCTA5 13167,3168,282,3160,282,8,15
8600000US13202,13202,ZCTA5 13202,6206,409,5499,418,707,162
8600000US13203,13203,ZCTA5 13203,17027,753,15416,758,1611,354
8600000US13204,13204,ZCTA5 13204,18477,816,15359,743,3118,396
8600000US13205,13205,ZCTA5 13205,18051,765,16844,762,1207,285
8600000US13206,13206,ZCTA5 13206,16630,708,15684,711,946,277
8600000US13207,13207,ZCTA5 13207,13329,737,12194,675,1135,372
8600000US13208,13208,ZCTA5 13208,22764,1119,20907,1204,1857,449
8600000US13209,13209,ZCTA5 13209,13090,522,12261,454,829,283
8600000US13210,13210,ZCTA5 13210,27980,1081,25704,985,2276,353
8600000US13211,13211,ZCTA5 13211,6669,376,6180,456,489,239
8600000US13212,13212,ZCTA5 13212,20692,573,20188,560,504,205
8600000US13214,13214,ZCTA5 13214,9055,652,8551,615,504,198
8600000US13215,13215,ZCTA5 13215,15046,469,14571,460,475,177
8600000US13219,13219,ZCTA5 13219,14895,571,14518,538,377,161
8600000US13224,13224,ZCTA5 13224,8404,574,7907,530,497,187
8600000US13290,13290,ZCTA5 13290,0,11,0,11,0,11
8600000US13301,13301,ZCTA5 13301,91,54,91,54,0,11
8600000US13302,13302,ZCTA5 13302,1678,192,1660,189,18,15
8600000US13303,13303,ZCTA5 13303,1197,184,1195,184,2,3
8600000US13304,13304,ZCTA5 13304,1556,245,1552,244,4,6
8600000US13305,13305,ZCTA5 13305,417,234,417,234,0,11
8600000US13308,13308,ZCTA5 13308,2816,484,2806,482,10,17
8600000US13309,13309,ZCTA5 13309,5775,197,5690,217,85,98
8600000US13310,13310,ZCTA5 13310,459,202,459,202,0,11
8600000US13312,13312,ZCTA5 13312,424,106,419,106,5,9
8600000US13313,13313,ZCTA5 13313,522,97,484,88,38,48
8600000US13314,13314,ZCTA5 13314,472,159,472,159,0,11
8600000US13315,13315,ZCTA5 13315,1444,191,1430,192,14,13
8600000US13316,13316,ZCTA5 13316,6368,301,6315,314,53,44
8600000US13317,13317,ZCTA5 13317,3983,136,3870,168,113,87
8600000US13318,13318,ZCTA5 13318,1279,274,1276,275,3,4
8600000US13319,13319,ZCTA5 13319,654,275,619,262,35,58
8600000US13320,13320,ZCTA5 13320,2125,190,2110,191,15,14
8600000US13321,13321,ZCTA5 13321,1037,364,997,352,40,50
8600000US13322,13322,ZCTA5 13322,887,199,878,200,9,15
8600000US13323,13323,ZCTA5 13323,11212,496,10819,481,393,118
8600000US13324,13324,ZCTA5 13324,2269,210,2246,207,23,25
8600000US13325,13325,ZCTA5 13325,1066,157,1050,156,16,13
8600000US13326,13326,ZCTA5 13326,5523,388,5423,382,100,44
8600000US13327,13327,ZCTA5 13327,1983,211,1947,212,36,36
8600000US13328,13328,ZCTA5 13328,1500,214,1494,214,6,10
8600000US13329,13329,ZCTA5 13329,4164,340,4112,333,52,29
8600000US13331,13331,ZCTA5 13331,144,63,144,63,0,11
8600000US13332,13332,ZCTA5 13332,2739,356,2716,353,23,24
8600000US13333,13333,ZCTA5 13333,36,23,36,23,0,11
8600000US13334,13334,ZCTA5 13334,1205,331,1205,331,0,11
8600000US13335,13335,ZCTA5 13335,1488,186,1462,186,26,31
8600000US13337,13337,ZCTA5 13337,708,154,688,153,20,31
8600000US13338,13338,ZCTA5 13338,1140,111,1140,111,0,11
8600000US13339,13339,ZCTA5 13339,6299,277,6125,243,174,161
8600000US13340,13340,ZCTA5 13340,8268,345,8113,351,155,97
8600000US13341,13341,ZCTA5 13341,132,76,132,76,0,11
8600000US13342,13342,ZCTA5 13342,271,91,271,91,0,11
8600000US13343,13343,ZCTA5 13343,1794,196,1785,194,9,9
8600000US13345,13345,ZCTA5 13345,158,50,158,50,0,11
8600000US13346,13346,ZCTA5 13346,6210,375,5861,368,349,145
8600000US13348,13348,ZCTA5 13348,1351,203,1351,203,0,11
8600000US13350,13350,ZCTA5 13350,9891,88,9746,134,145,82
8600000US13352,13352,ZCTA5 13352,38,46,38,46,0,11
8600000US13353,13353,ZCTA5 13353,15,11,15,11,0,11
8600000US13354,13354,ZCTA5 13354,3710,463,3691,464,19,24
8600000US13355,13355,ZCTA5 13355,769,214,769,214,0,11
8600000US13357,13357,ZCTA5 13357,10768,294,10403,311,365,152
8600000US13360,13360,ZCTA5 13360,246,92,246,92,0,11
8600000US13361,13361,ZCTA5 13361,900,153,875,153,25,21
8600000US13362,13362,ZCTA5 13362,191,91,191,91,0,11
8600000US13363,13363,ZCTA5 13363,2115,260,2071,260,44,41
8600000US13364,13364,ZCTA5 13364,101,45,101,45,0,11
8600000US13365,13365,ZCTA5 13365,8690,348,8500,362,190,153
8600000US13367,13367,ZCTA5 13367,8527,312,8324,305,203,82
8600000US13368,13368,ZCTA5 13368,1170,167,1142,160,28,40
8600000US13402,13402,ZCTA5 13402,1979,226,1961,227,18,38
8600000US13403,13403,ZCTA5 13403,7504,505,6737,509,767,144
8600000US13404,13404,ZCTA5 13404,170,47,170,47,0,11
8600000US13406,13406,ZCTA5 13406,670,117,670,117,0,11
8600000US13407,13407,ZCTA5 13407,5200,251,5076,267,124,98
8600000US13408,13408,ZCTA5 13408,4065,363,3842,354,223,81
8600000US13409,13409,ZCTA5 13409,2601,284,2544,280,57,50
8600000US13410,13410,ZCTA5 13410,286,94,286,94,0,11
8600000US13411,13411,ZCTA5 13411,3297,255,3264,261,33,26
8600000US13413,13413,ZCTA5 13413,16297,761,15968,776,329,184
8600000US13415,13415,ZCTA5 13415,78,35,72,34,6,12
8600000US13416,13416,ZCTA5 13416,2319,202,2308,201,11,13
8600000US13417,13417,ZCTA5 13417,3503,447,3503,447,0,11
8600000US13418,13418,ZCTA5 13418,301,111,301,111,0,11
8600000US13420,13420,ZCTA5 13420,1080,199,953,178,127,113
8600000US13421,13421,ZCTA5 13421,13638,472,13266,474,372,138
