address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,latitude,location.type,location.coordinates,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,intersection_street_1,intersection_street_2,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,road_ramp,landmark
ADDRESS,NYPD,New York City Police Department,3086770099,BROOKLYN,BROOKLYN,2016-12-26T13:08:11Z,13 BROOKLYN,Blocked Driveway,2016-12-26T06:17:25Z,OCEAN VIEW AVENUE,BRIGHTON 8 STREET,No Access,2016-12-26T14:17:25Z,Precinct,3017 BRIGHTON 7 STREET,11235,40.57927686051181,Point,
