GEO_TYPE,GEO_ID,GEO_LABEL,GEO_DISPLAY_NAME,,Latino ,White ,Black ,Native American ,Asian or Pacific Islander ,Other Race ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047023300,"Census Tract 233, Kings County, New York",,0,21.03665,22.25147,49.64568,0,4.191132,2.875076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047023400,"Census Tract 234, Kings County, New York",,0,2.037523,97.05467,0,0.363123,0,0.544684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047023500,"Census Tract 235, Kings County, New York",,0,21.14722,55.02216,16.49434,0,5.982275,1.354013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047023600,"Census Tract 236, Kings County, New York",,0,1.419077,92.77888,0.233519,0.862224,4.706305,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047023800,"Census Tract 238, Kings County, New York",,0,7.247094,91.73881,0,0.222607,0,0.791491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024000,"Census Tract 240, Kings County, New York",,0,4.849188,92.36659,1.531323,0,0,1.2529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024100,"Census Tract 241, Kings County, New York",,0,22.60324,47.38201,23.19322,0,5.862832,0.958702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024200,"Census Tract 242, Kings County, New York",,0,5.122196,88.01473,0,0,6.863073,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024300,"Census Tract 243, Kings County, New York",,0,15.66699,27.68714,48.17658,0,4.75048,3.71881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024400,"Census Tract 244, Kings County, New York",,0,11.211,75.64781,0.343733,0,12.79746,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024500,"Census Tract 245, Kings County, New York",,0,4.025574,14.18423,71.27634,0.615676,7.719631,2.178546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024600,"Census Tract 246, Kings County, New York",,0,7.006163,60.97957,0,0,31.10607,0.908206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024700,"Census Tract 247, Kings County, New York",,0,9.324619,22.13508,59.17211,0.827887,5.925926,2.614379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024800,"Census Tract 248, Kings County, New York",,0,20.99738,37.04068,1.574803,0.229659,35.62992,4.527559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047024900,"Census Tract 249, Kings County, New York",,0,5.703422,22.12452,66.77757,0,4.158745,1.235741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025000,"Census Tract 250, Kings County, New York",,0,12.15715,26.83469,0,1.48258,58.85841,0.667161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025100,"Census Tract 251, Kings County, New York",,0,10.50965,10.82637,73.42355,0.633458,2.389865,2.217103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025200,"Census Tract 252, Kings County, New York",,0,17.45407,43.982,1.799775,0.168729,34.79565,1.799775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025300,"Census Tract 253, Kings County, New York",,0,15.29705,33.29776,43.11633,0,7.292778,0.996087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025400,"Census Tract 254, Kings County, New York",,0,15.29791,29.69864,0,0.276052,54.7274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025500,"Census Tract 255, Kings County, New York",,0,64.51096,2.743631,31.55175,0.267237,0.267237,0.659184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025600,"Census Tract 256, Kings County, New York",,0,5.243209,21.9204,0.663298,0,69.10929,3.063803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025700,"Census Tract 257, Kings County, New York",,0,43.36609,17.48567,32.30958,0,5.241605,1.597052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025800,"Census Tract 258, Kings County, New York",,0,14.07355,39.2975,0.047148,0,44.20085,2.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025901,"Census Tract 259.01, Kings County, New York",,0,39.62645,20.4947,38.2635,0,0.504796,1.11055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047025902,"Census Tract 259.02, Kings County, New York",,0,42.90685,0,53.18522,0,2.034261,1.873662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026000,"Census Tract 260, Kings County, New York",,0,7.497083,32.49708,1.312719,0.233372,57.64294,0.816803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026100,"Census Tract 261, Kings County, New York",,0,23.82923,22.54411,50.1198,0,1.764321,1.74254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026200,"Census Tract 262, Kings County, New York",,0,17.88686,33.77704,1.24792,0,45.96506,1.123128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026300,"Census Tract 263, Kings County, New York",,0,13.13673,16.51475,66.3807,0,2.144772,1.823056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026400,"Census Tract 264, Kings County, New York",,0,19.48134,35.48387,1.096353,0,43.93844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026500,"Census Tract 265, Kings County, New York",,0,15.91541,17.02838,62.52087,0.083472,1.752922,2.698943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026600,"Census Tract 266, Kings County, New York",,0,13.4738,41.30857,0.110895,0,44.99584,0.110895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026700,"Census Tract 267, Kings County, New York",,0,12.11188,20.96484,60.50808,0,2.591737,3.823454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026800,"Census Tract 268, Kings County, New York",,0,24.57049,46.16853,0.05454,0,28.38833,0.818107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047026900,"Census Tract 269, Kings County, New York",,0,10.20477,8.895603,70.35918,0,9.768379,0.772071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027000,"Census Tract 270, Kings County, New York",,0,5.082645,68.84298,0.867769,0.413223,24.54545,0.247934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027100,"Census Tract 271, Kings County, New York",,0,7.674944,10.45899,74.90594,2.182092,2.746426,2.031603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027200,"Census Tract 272, Kings County, New York",,0,23.37134,45.57546,0,1.221498,29.01737,0.814332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027300,"Census Tract 273, Kings County, New York",,0,4.663212,8.082902,84.76684,0,0.621762,1.865285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027400,"Census Tract 274, Kings County, New York",,0,10.05188,45.10376,0.097276,0,44.74708,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027500,"Census Tract 275, Kings County, New York",,0,9.755556,12.62222,67.93333,0,5.044444,4.644444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027600,"Census Tract 276, Kings County, New York",,0,29.86447,33.68829,0,0,36.44724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027700,"Census Tract 277, Kings County, New York",,0,6.581126,7.388245,83.58858,0,0.703642,1.738411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027800,"Census Tract 278, Kings County, New York",,0,9.072522,48.62756,1.415776,0,38.22595,2.658191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047027900,"Census Tract 279, Kings County, New York",,0,7.813655,9.243283,79.36899,0,0.419029,3.155041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028000,"Census Tract 280, Kings County, New York",,0,11.28451,40.69628,2.340936,0,44.77791,0.90036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028100,"Census Tract 281, Kings County, New York",,0,34.20175,7.461442,53.16799,0.145894,2.709462,2.313464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028200,"Census Tract 282, Kings County, New York",,0,6.718028,51.61787,0,0,38.98305,2.681048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028300,"Census Tract 283, Kings County, New York",,0,35.3211,7.798165,53.98358,0.338001,2.269435,0.289715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028400,"Census Tract 284, Kings County, New York",,0,10.64113,52.51397,0.798085,0,36.04682,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028501,"Census Tract 285.01, Kings County, New York",,0,53.7037,36.80556,4.861111,0,4.62963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028502,"Census Tract 285.02, Kings County, New York",,0,42.99745,0.291015,53.58312,0,3.12841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028600,"Census Tract 286, Kings County, New York",,0,20.51227,47.1158,2.346104,0,30.02583,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028700,"Census Tract 287, Kings County, New York",,0,22.11467,12.32316,51.34028,0.781832,11.0201,2.419955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028800,"Census Tract 288, Kings County, New York",,0,18.88268,44.07821,0.223464,0,33.71508,3.100559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047028900,"Census Tract 289, Kings County, New York",,0,29.07303,9.691011,58.25843,0,1.882022,1.095506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029000,"Census Tract 290, Kings County, New York",,0,6.444333,64.89468,0.426279,0,26.55466,1.68004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029100,"Census Tract 291, Kings County, New York",,0,12.85665,15.46923,69.43967,1.168787,0,1.065658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029200,"Census Tract 292, Kings County, New York",,0,16.24023,46.87278,2.985075,0,32.83582,1.066098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029300,"Census Tract 293, Kings County, New York",,0,22.52121,4.094765,62.79614,1.316174,4.621234,4.650483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029400,"Census Tract 294, Kings County, New York",,0,12.84553,56.13821,4.430894,0,26.34146,0.243902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029500,"Census Tract 295, Kings County, New York",,0,8.73057,18.00518,69.48187,0,2.202073,1.580311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029600,"Census Tract 296, Kings County, New York",,0,5.160698,55.62902,1.634527,0,33.93939,3.636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029700,"Census Tract 297, Kings County, New York",,0,7.69414,9.433063,74.7737,0,2.382087,5.717008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029800,"Census Tract 298, Kings County, New York",,0,17.93855,40.7334,1.585728,0,33.72151,6.020813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047029900,"Census Tract 299, Kings County, New York",,0,17.16231,2.472232,73.80867,0,5.266929,1.28986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030000,"Census Tract 300, Kings County, New York",,0,19.05237,31.42145,0.723192,0,48.80299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030100,"Census Tract 301, Kings County, New York",,0,7.058375,3.700878,80.2747,0,7.287295,1.678749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030200,"Census Tract 302, Kings County, New York",,0,8.114772,31.49518,1.165658,0,58.55189,0.672495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030300,"Census Tract 303, Kings County, New York",,0,17.63489,1.372438,79.09381,0.150404,0.940026,0.808423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030400,"Census Tract 304, Kings County, New York",,0,5.735597,46.1677,0.282922,0,44.83025,2.983539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030500,"Census Tract 305, Kings County, New York",,0,15.07779,41.09566,38.71235,0.331016,3.624628,1.158557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030600,"Census Tract 306, Kings County, New York",,0,10.84399,43.17136,0.358056,0,44.09207,1.534527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030700,"Census Tract 307, Kings County, New York",,0,19.01965,2.913937,75.8979,0,0.768014,1.400497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030800,"Census Tract 308, Kings County, New York",,0,11.82344,69.31161,1.52391,0,15.60694,1.734104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047030900,"Census Tract 309, Kings County, New York",,0,11.18258,2.721425,67.0955,0,19.00049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047031100,"Census Tract 311, Kings County, New York",,0,13.72813,10.12786,72.20727,0,0.471063,3.46568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047031300,"Census Tract 313, Kings County, New York",,0,9.92055,10.45738,76.98089,0,1.288383,1.352802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047031400,"Census Tract 314, Kings County, New York",,0,6.196177,72.75782,0.378072,0,20.66793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047031500,"Census Tract 315, Kings County, New York",,0,6.820787,29.00267,55.99924,0,2.693924,5.483378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047031701,"Census Tract 317.01, Kings County, New York",,0,2.807219,27.27012,63.10513,0,4.726439,2.091091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047031702,"Census Tract 317.02, Kings County, New York",,0,14.89419,25.60943,48.88829,0,4.071792,6.536298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047031900,"Census Tract 319, Kings County, New York",,0,9.554803,32.69982,56.9383,0,0.312419,0.494663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047032100,"Census Tract 321, Kings County, New York",,0,12.10456,12.90376,66.00067,0,3.346653,5.644356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047032300,"Census Tract 323, Kings County, New York",,0,11.1954,11.06461,71.6453,0,2.144912,3.949778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047032500,"Census Tract 325, Kings County, New York",,0,6.316916,6.745182,82.02814,2.064852,2.447232,0.397675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047032600,"Census Tract 326, Kings County, New York",,0,34.39375,14.34352,33.93331,0.655783,14.79001,1.883633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047032700,"Census Tract 327, Kings County, New York",,0,17.77601,13.7505,65.04583,0,1.673974,1.753687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047032800,"Census Tract 328, Kings County, New York",,0,17.41962,13.59381,30.07733,1.546602,36.34514,1.017501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047032900,"Census Tract 329, Kings County, New York",,0,13.28998,29.63148,53.07654,0,2.484576,1.517425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047033000,"Census Tract 330, Kings County, New York",,0,26.68259,16.21798,50.04342,0,4.841511,2.214503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047033100,"Census Tract 331, Kings County, New York",,0,4.0414,58.79744,36.42188,0,0,0.73928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047033300,"Census Tract 333, Kings County, New York",,0,4.518581,65.07601,27.57601,0.253378,0,2.576014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047033500,"Census Tract 335, Kings County, New York",,0,10.61655,62.05077,26.04682,0,0.824266,0.461589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047033600,"Census Tract 336, Kings County, New York",,0,13.27411,74.61929,6.598985,0.025381,2.86802,2.614213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047033700,"Census Tract 337, Kings County, New York",,0,11.10298,40.72718,44.75354,0,2.489019,0.927282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047033900,"Census Tract 339, Kings County, New York",,0,7.623225,18.2122,66.77109,0,4.156224,3.23726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047034000,"Census Tract 340, Kings County, New York",,0,17.4333,37.07452,38.40846,0,6.623735,0.459982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047034100,"Census Tract 341, Kings County, New York",,0,9.866281,10.84207,74.62956,0,0,4.662089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047034200,"Census Tract 342, Kings County, New York",,0,26.03631,31.31209,34.78931,0,3.751285,4.110997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047034300,"Census Tract 343, Kings County, New York",,0,22.49948,6.50863,63.50593,1.289249,4.969848,1.226866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047034500,"Census Tract 345, Kings County, New York",,0,8.814304,4.987453,79.14053,0,0.878294,6.179423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047034700,"Census Tract 347, Kings County, New York",,0,14.57346,1.629147,82.37559,0,1.421801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047034800,"Census Tract 348, Kings County, New York",,0,42.24728,38.58236,0.161095,0,19.00926,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047034900,"Census Tract 349, Kings County, New York",,0,10.60351,7.821982,78.20297,0.134862,1.146325,2.090357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035000,"Census Tract 350, Kings County, New York",,0,0.698273,96.69239,0,0,1.065785,1.54355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035100,"Census Tract 351, Kings County, New York",,0,22.21963,11.21495,56.91589,0,1.285047,8.364486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035200,"Census Tract 352, Kings County, New York",,1,18.083,56.81818,23.22134,0.494071,0.395257,0.988142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035300,"Census Tract 353, Kings County, New York",,0,8.44381,21.53783,65.79645,0,1.876402,2.345503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035400,"Census Tract 354, Kings County, New York",,0,4.774387,94.25201,0.636585,0,0,0.337016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035500,"Census Tract 355, Kings County, New York",,0,10.12367,13.9576,75.35336,0,0,0.565371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035601,"Census Tract 356.01, Kings County, New York",,0,0.708163,95.41558,3.578084,0,0.298174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035602,"Census Tract 356.02, Kings County, New York",,0,2.715113,93.95089,0.938311,0,2.395688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035700,"Census Tract 357, Kings County, New York",,0,20.44908,1.363272,75.10024,0.441059,0,2.646351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047035900,"Census Tract 359, Kings County, New York",,0,11.06229,0.114635,87.73405,0,0.993504,0.095529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036001,"Census Tract 360.01, Kings County, New York",,0,0.889497,96.4078,0.513171,0,0,2.189531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036002,"Census Tract 360.02, Kings County, New York",,0,7.853274,87.8385,0.46775,0,0.738552,3.10192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036100,"Census Tract 361, Kings County, New York",,0,22.0145,1.945822,73.21633,0,2.174742,0.648607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036200,"Census Tract 362, Kings County, New York",,0,32.06764,39.12786,0.68229,3.500445,24.62177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036300,"Census Tract 363, Kings County, New York",,0,20.73015,4.697473,73.11718,0,0,1.455195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036400,"Census Tract 364, Kings County, New York",,0,7.86768,53.95619,1.698704,0,34.01878,2.45865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036501,"Census Tract 365.01, Kings County, New York",,0,9.862219,0.725163,89.15881,0,0,0.253807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036502,"Census Tract 365.02, Kings County, New York",,0,28.20313,4.140625,66.40625,0,0.625,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036600,"Census Tract 366, Kings County, New York",,0,22.56256,43.32332,3.283283,0,25.58559,5.245245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036700,"Census Tract 367, Kings County, New York",,0,30.78704,5.015432,50.7716,0,8.179012,5.246914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047036900,"Census Tract 369, Kings County, New York",,0,29.25145,5.414244,63.91715,0,0.690407,0.726744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047037000,"Census Tract 370, Kings County, New York",,0,6.460609,58.98211,0,0.720428,29.90937,3.927492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047037100,"Census Tract 371, Kings County, New York",,0,14.45313,2.734375,79.40538,0,2.647569,0.759549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047037300,"Census Tract 373, Kings County, New York",,0,26.99342,8.363814,61.39966,0.51207,1.609364,1.121678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047037401,"Census Tract 374.01, Kings County, New York",,0,3.142589,82.43433,1.078799,2.462477,6.730769,4.151032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047037402,"Census Tract 374.02, Kings County, New York",,0,13.18063,63.27105,4.962829,0,16.93791,1.647579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047037500,"Census Tract 375, Kings County, New York",,0,19.30599,17.76025,46.65615,0,15.26814,1.009464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047037700,"Census Tract 377, Kings County, New York",,0,18.51483,9.967605,68.47745,0,1.121356,1.918764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047037900,"Census Tract 379, Kings County, New York",,0,7.024909,6.717045,85.11055,0,0,1.147495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047038100,"Census Tract 381, Kings County, New York",,0,10.9119,6.458454,81.33796,0,0,1.291691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047038200,"Census Tract 382, Kings County, New York",,0,26.62481,8.807059,34.51553,0,25.06363,4.98897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047038300,"Census Tract 383, Kings County, New York",,0,8.320073,5.364856,82.83701,0,1.000227,2.477836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047038500,"Census Tract 385, Kings County, New York",,0,18.74639,11.81398,61.75621,0,5.805893,1.877527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047038600,"Census Tract 386, Kings County, New York",,0,20.56125,37.4258,0.08095,0,40.9606,0.971398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047038700,"Census Tract 387, Kings County, New York",,0,20.42788,11.0421,61.0306,1.012192,6.372211,0.115022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047038800,"Census Tract 388, Kings County, New York",,0,9.641194,79.92331,2.985483,0,6.463982,0.986031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047038900,"Census Tract 389, Kings County, New York",,0,59.97388,19.62129,7.868103,0,9.533137,3.003591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047039000,"Census Tract 390, Kings County, New York",,0,3.533418,89.35717,0,0.468284,3.91656,2.724564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047039100,"Census Tract 391, Kings County, New York",,0,65.69528,16.97814,12.06842,0,1.932214,3.325942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tract,36047039200,"Census Tract 392, Kings County, New York",,0,1.923077,78.28671,0.839161,0,18.95105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
